p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,Chr,start,end,strand,gene_anno
1.2446612637683073e-9,2.2281519946309714,0.051,0.009,2.8856226739204434e-5,3,Caacu.v4.14G003990,Chr14,2717861,2720411,+,Leucine-rich repeat (LRR) family protein
1.2497449016806804e-9,1.4372370475585345,0.016,0.004,2.8974085800564896e-5,3,Caacu.v4.14G005470,Chr14,3954885,3958847,+,white-brown complex homolog protein
1.284943121347596e-9,1.2954825673127353,0.176,0.073,2.9790121325322667e-5,3,Caacu.v4.2G027100,Chr2,31425075,31428039,+,indole-3-acetic acid inducible
1.387418065172791e-9,2.253032129702335,0.059,0.012,3.216590042296599e-5,3,Caacu.v4.14G009750,Chr14,8208648,8211496,+,Leucine-rich repeat protein kinase family protein
1.5159630965591027e-9,1.9637198710240016,0.094,0.026,3.514608843062624e-5,3,Caacu.v4.16G002320,Chr16,2071819,2073390,-,alpha/beta-Hydrolases superfamily protein
1.751531258661383e-9,1.819082275370604,0.09,0.023,4.06075007008055e-5,3,Caacu.v4.21G008820,Chr21,10358239,10363942,-,Glutathione S-transferase family protein
2.7271339186285027e-9,1.4947870016492941,0.07,0.016,6.322587276948321e-5,3,Caacu.v4.1G022560,Chr1,27858668,27859345,+,osmotin
2.767120776874215e-9,1.8749449677976417,0.098,0.029,6.415292809105181e-5,3,Caacu.v4.4G015560,Chr4,18464893,18471124,-,3-ketoacyl-CoA synthase
2.9256885467251126e-9,3.370316946016286,0.027,0.003,6.782916326727502e-5,3,Caacu.v4.1G010650,Chr1,17132968,17134021,-,Thioredoxin superfamily protein
3.015200025146469e-9,1.369578036360421,0.164,0.066,6.990439738299573e-5,3,Caacu.v4.14G008360,Chr14,6739770,6740638,-,"Protein of unknown function, DUF538"
3.1295692326855143e-9,2.6018727256033163,0.047,0.008,7.255593309058097e-5,3,Caacu.v4.2G001960,Chr2,1390380,1391061,+,conserved hypothetical protein
3.4090805169311192e-9,1.6200673479173697,0.078,0.02,7.903612270453107e-5,3,Caacu.v4.15G005240,Chr15,9959727,9961684,+,Rubber elongation factor protein (REF)
3.418037744332865e-9,1.6522279071998711,0.059,0.012,7.924378706461314e-5,3,Caacu.v4.5G008130,Chr5,6264318,6291317,-,receptor kinase
3.6306185648002857e-9,1.136212273533439,0.207,0.092,8.417226080632983e-5,3,Caacu.v4.9G003730,Chr9,7870723,7876798,-,flavonol synthase
3.919979337245049e-9,1.6683353528809408,0.094,0.027,9.088080095468922e-5,3,Caacu.v4.21G002850,Chr21,4425292,4429996,-,purple acid phosphatase
4.440480054178587e-9,2.2131631606531514,0.055,0.011,1.0294808957607635e-4,3,Caacu.v4.4G008400,Chr4,12578336,12581495,+,Zinc finger (C3HC4-type RING finger) family protein
4.860360849283114e-9,2.631704893730899,0.039,0.006,1.1268260592977972e-4,3,Caacu.v4.11G016050,Chr11,16952848,16956790,-,conserved hypothetical protein
5.254058593760737e-9,1.7586555200624532,0.082,0.022,1.2181009443774892e-4,3,Caacu.v4.2G006570,Chr2,5095490,5097564,+,UDP-Glycosyltransferase superfamily protein
5.362476657051886e-9,1.663604528231501,0.141,0.052,1.2432365881709094e-4,3,Caacu.v4.9G016060,Chr9,18655609,18657143,-,Heavy metal transport/detoxification superfamily protein 
5.95059736512414e-9,1.883747280765526,0.074,0.019,1.3795864931303808e-4,3,Caacu.v4.17G004300,Chr17,8443443,8445740,-,C2 calcium/lipid-binding plant phosphoribosyltransferase family protein
6.841868254743725e-9,1.2231369640993182,0.266,0.137,1.586218736179785e-4,3,Caacu.v4.1G012990,Chr1,19392123,19395263,-,BAX inhibitor
8.171838648400798e-9,3.109715871146325,0.031,0.003,1.894559072245241e-4,3,Caacu.v4.13G007940,Chr13,6727526,6731471,-,wall associated kinase
8.642432642672272e-9,1.7881249351552904,0.102,0.032,2.0036615838771394e-4,3,Caacu.v4.10G014320,Chr10,17056465,17058240,-,Curculin-like (mannose-binding) lectin family protein
1.1446084893286156e-8,1.4355772012216201,0.133,0.049,2.6536603216594624e-4,3,Caacu.v4.17G003540,Chr17,7325399,7333775,+,NAD(P)-binding Rossmann-fold superfamily protein
1.2120219398643567e-8,1.296574359211578,0.191,0.086,2.8099516653815244e-4,3,Caacu.v4.13G006810,Chr13,5665061,5674005,-,cellulose synthase A2
1.2298302927761309e-8,3.644357581237389,0.023,0.002,2.851238550772182e-4,3,Caacu.v4.11G011410,Chr11,13040829,13043799,-,acyl-CoA sterol acyl transferase
1.2557484126766316e-8,1.139379289427711,0.172,0.072,2.9113271199495024e-4,3,Caacu.v4.7G005350,Chr7,11214237,11220527,-,cellulose synthase-like A02
1.315456480015529e-8,1.3811613988823792,0.105,0.034,3.049754303268002e-4,3,Caacu.v4.19G007850,Chr19,11189540,11190937,-,Glutathione S-transferase family protein
1.3621302983112195e-8,1.0355383517420793,0.266,0.137,3.157962883604731e-4,3,Caacu.v4.13G003710,Chr13,2746865,2747753,+,Gibberellin-regulated family protein
1.5049702300939997e-8,0.7990239164898627,0.414,0.261,3.489122981449929e-4,3,Caacu.v4.10G006550,Chr10,7878377,7880103,+,protodermal factor
1.5115095326895734e-8,1.1830565059788323,0.176,0.075,3.504283700587507e-4,3,Caacu.v4.20G000140,Chr20,125982,144645,-,pleiotropic drug resistance
1.5347073577888793e-8,1.7088703002271157,0.105,0.035,3.558065538297738e-4,3,Caacu.v4.1G016030,Chr1,22083086,22089964,-,DUF4050 domain containing protein
1.7427267030281875e-8,1.018113193614259,0.234,0.113,4.04033758830055e-4,3,Caacu.v4.8G010330,Chr8,12004537,12009566,-,O-fucosyltransferase family protein
1.7789135408835313e-8,1.6318210760105736,0.094,0.029,4.124233153184379e-4,3,Caacu.v4.16G010250,Chr16,10270914,10281016,+,Serine hydrolase (FSH1) domain containing protein
2.326351019525719e-8,1.4857752059446054,0.125,0.045,5.393412203668427e-4,3,Caacu.v4.2G031480,Chr2,35111810,35119219,+,Plant stearoyl-acyl-carrier-protein desaturase family protein
2.695638282919177e-8,2.7545058950753307,0.035,0.005,6.24956779511982e-4,3,Caacu.v4.1G018040,Chr1,23889243,23890459,+,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
3.139348399576889e-8,1.7961942774185105,0.121,0.044,7.278265329579059e-4,3,Caacu.v4.12G003820,Chr12,3805566,3810926,-,conserved hypothetical protein
3.3289453432372094e-8,1.5402585035684755,0.105,0.035,7.717826883761146e-4,3,Caacu.v4.12G008560,Chr12,13855735,13865403,-,Phosphatidic acid phosphatase (PAP2) family protein
3.395293760209443e-8,2.1072664357680986,0.062,0.015,7.871649053669572e-4,3,Caacu.v4.2G020380,Chr2,26049402,26051487,+,F-box family protein
4.049693481143762e-8,1.7153080812996788,0.066,0.017,9.388809366683697e-4,3,Caacu.v4.20G000390,Chr20,305777,310257,-,AMP-dependent synthetase and ligase family protein
4.087030358909557e-8,1.6934227654867176,0.102,0.034,9.475371184095916e-4,3,Caacu.v4.9G005840,Chr9,10317311,10320533,+,Duplicated homeodomain-like superfamily protein
4.209280183631492e-8,2.271846894565203,0.066,0.015,9.758795177731252e-4,3,Caacu.v4.15G006810,Chr15,11510618,11525778,+,Leucine-rich repeat protein kinase family protein
4.4239578636399116e-8,3.2061344712712447,0.027,0.003,0.001025650391106277,3,Caacu.v4.11G010610,Chr11,12424194,12426715,-,Peroxidase superfamily protein
5.0281618345476255e-8,1.9705610323043135,0.078,0.022,0.0011657290397215215,3,Caacu.v4.3G001360,Chr3,1278747,1289996,+,P450 reductase
5.445209529627197e-8,1.6744938186579494,0.082,0.024,0.0012624173773487695,3,Caacu.v4.10G011580,Chr10,14669980,14674452,-,glycosyl hydrolase 9B8
6.794858120009124e-8,2.447788889452555,0.035,0.005,0.0015753199065429153,3,Caacu.v4.16G006460,Chr16,5980010,5986817,+,NAD(P)-binding Rossmann-fold superfamily protein
6.862845613333843e-8,2.5141556116179684,0.035,0.005,0.001591082126995318,3,Caacu.v4.8G003650,Chr8,5389444,5395806,-,beta galactosidase
7.501996761858846e-8,1.825622499394806,0.102,0.034,0.0017392629292693547,3,Caacu.v4.5G009430,Chr5,7545738,7547174,-,dormancy-associated protein-like
7.959980654702699e-8,1.0739476873285163,0.121,0.044,0.0018454419149862738,3,Caacu.v4.5G002030,Chr5,1438475,1443194,+,Remorin family protein
8.253059318266155e-8,1.5411839344858962,0.047,0.009,0.0019133892723468254,3,Caacu.v4.5G003200,Chr5,2395813,2398273,-,cyclin p3;2
8.422483400615716e-8,1.2320390469929399,0.129,0.049,0.0019526685515987474,3,Caacu.v4.1G019020,Chr1,24683892,24690367,-,homeobox-7
8.861290483628052e-8,1.9980451703075564,0.07,0.019,0.0020544015857243275,3,Caacu.v4.16G011600,Chr16,11877294,11881874,+,TRICHOME BIREFRINGENCE-LIKE
9.413291863216887e-8,3.9256555921856124,0.016,0.001,0.002182377585568203,3,Caacu.v4.8G015520,Chr8,16666010,16669695,-,Integrase-type DNA-binding superfamily protein
9.454498051054105e-8,3.7200962900445163,0.016,0.001,0.0021919308281563837,3,Caacu.v4.12G006910,Chr12,11954118,11955605,+,conserved hypothetical protein
1.1227143216031272e-7,1.0931891919160874,0.195,0.093,0.00260290088320469,3,Caacu.v4.18G011750,Chr18,11876990,11882483,-,Major facilitator superfamily protein
1.1318287542600353e-7,2.2152437619884764,0.051,0.011,0.002624031783876466,3,Caacu.v4.13G005850,Chr13,4713337,4715271,-,conserved hypothetical protein
1.1866108752258423e-7,1.1377970906125554,0.203,0.099,0.002751038653123593,3,Caacu.v4.6G006000,Chr6,5449551,5452579,+,expansin A4
1.3140616934256396e-7,1.5957299810245456,0.074,0.021,0.0030465206300380027,3,Caacu.v4.1G036930,Chr1,38804735,38807379,-,hypothetical protein
1.3197299542031532e-7,2.1281447845211776,0.078,0.023,0.0030596619258245906,3,Caacu.v4.1G030100,Chr1,33749319,33753442,-,NAD(P)-linked oxidoreductase superfamily protein
1.485799900813776e-7,2.372847535264304,0.027,0.003,0.0034446784900466583,3,Caacu.v4.10G001940,Chr10,2053405,2054767,-,SAUR-like auxin-responsive protein family 
1.5927734708235454e-7,1.6239856449669596,0.098,0.033,0.003692686014757308,3,Caacu.v4.9G012730,Chr9,16326314,16329449,+,cinnamyl alcohol dehydrogenase
1.6150063607648757e-7,2.047372175106732,0.035,0.006,0.003744230746797288,3,Caacu.v4.7G009380,Chr7,15006632,15007789,+,zinc finger (C2H2 type) family protein
1.8388620973385373e-7,2.4805865921370875,0.055,0.013,0.004263217886469665,3,Caacu.v4.1G036380,Chr1,38381551,38385317,-,myb domain protein
1.944224285912324e-7,2.760964478522352,0.055,0.011,0.004507489584459132,3,Caacu.v4.21G005830,Chr21,7834141,7836101,+,3-ketoacyl-CoA synthase
2.3430502919715267e-7,3.5818751940335805,0.023,0.003,0.005432127796906787,3,Caacu.v4.2G006800,Chr2,5232851,5234970,+,"AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein"
2.418929833406385e-7,3.107473410851891,0.023,0.003,0.005608046925769363,3,Caacu.v4.5G006340,Chr5,4905423,4906431,-,hypothetical protein
2.4756001771464936e-7,2.860404784815878,0.023,0.003,0.00573943145069643,3,Caacu.v4.7G010230,Chr7,15658175,15660857,+,Major facilitator superfamily protein
2.750319726341125e-7,2.942332932131994,0.02,0.002,0.006376341253549264,3,Caacu.v4.1G013780,Chr1,20114104,20116171,+,early nodulin-like protein
2.944466947727861e-7,1.5976837771267434,0.07,0.02,0.006826452171612272,3,Caacu.v4.9G010420,Chr9,14518452,14523167,+,conserved hypothetical protein
3.558190910427751e-7,1.004116536694752,0.145,0.061,0.008249309806735699,3,Caacu.v4.9G015600,Chr9,18348457,18350898,-,annexin
3.8040211762768524e-7,3.225664212195592,0.027,0.004,0.008819242695080255,3,Caacu.v4.1G002960,Chr1,6930886,6939616,+,hypothetical protein
3.860818006070577e-7,3.008859499906357,0.027,0.004,0.008950920465274025,3,Caacu.v4.14G009090,Chr14,7474338,7479160,+,alpha/beta-Hydrolases superfamily protein
4.140094759079739e-7,2.23589489578914,0.031,0.005,0.009598395689450466,3,Caacu.v4.5G000230,Chr5,202271,204088,-,SAUR-like auxin-responsive protein family 
5.942409824615077e-7,1.7182097995323842,0.07,0.021,0.013776882937387594,3,Caacu.v4.5G010610,Chr5,8611470,8614094,+,xylem bark cysteine peptidase
6.194148363536832e-7,2.0571863452945918,0.07,0.021,0.014360513566023792,3,Caacu.v4.14G001680,Chr14,1132175,1142859,-,squalene synthase
6.537715577457547e-7,2.036761619808565,0.043,0.008,0.015157039794777578,3,Caacu.v4.1G013560,Chr1,19865850,19868891,-,pyruvate dehydrogenase E1 alpha
7.348836530982958e-7,1.3902479360825384,0.074,0.023,0.01703754261343089,3,Caacu.v4.14G007540,Chr14,5889770,5899638,+,"Protein of unknown function, DUF647"
7.701727863815545e-7,1.657044646891011,0.066,0.019,0.01785568587946996,3,Caacu.v4.8G009750,Chr8,11510236,11516207,+,NB-ARC domain-containing disease resistance protein
7.731398880875829e-7,0.9773875476935967,0.203,0.104,0.01792447516542252,3,Caacu.v4.3G007310,Chr3,6126809,6132724,-,sucrose synthase
7.776042523631699e-7,0.8197093414398144,0.125,0.05,0.01802797698678773,3,Caacu.v4.16G009450,Chr16,9359252,9364129,-,beta-6 tubulin
8.016140412212355e-7,3.178842269565212,0.023,0.003,0.018584619931673124,3,Caacu.v4.1G024620,Chr1,29384843,29385740,-,subtilisin-like serine protease
8.117319453416655e-7,1.6924294601082857,0.066,0.021,0.018819193420801173,3,Caacu.v4.20G006350,Chr20,5123781,5126044,+,myb domain protein
8.124577961503399e-7,2.9355887669943543,0.023,0.003,0.01883602154594948,3,Caacu.v4.10G000640,Chr10,818021,821603,+,purple acid phosphatase
8.983922677886554e-7,1.4816296305694785,0.129,0.055,0.020828326336412187,3,Caacu.v4.18G007730,Chr18,6571377,6577480,-,3-oxo-5-alpha-steroid 4-dehydrogenase family protein
9.353446177202357e-7,2.0198636759261017,0.043,0.012,0.021685029617225945,3,Caacu.v4.20G001220,Chr20,900588,906998,+,periodic tryptophan protein
9.574981000575517e-7,3.3698269036190003,0.027,0.004,0.02219863595173428,3,Caacu.v4.5G001860,Chr5,1339385,1345648,-,alpha/beta-Hydrolases superfamily protein
1.2315952408479739e-6,3.6343170117913504,0.012,0.001,0.028553304063819427,3,Caacu.v4.13G007930,Chr13,6717116,6722094,-,wall associated kinase
1.322719477185716e-6,1.356802743644387,0.086,0.029,0.03066592835907364,3,Caacu.v4.3G009910,Chr3,8335939,8345280,-,Galactosyltransferase family protein
1.342926956363235e-6,2.1326407670162575,0.047,0.011,0.031134418556325243,3,Caacu.v4.8G011560,Chr8,13232668,13235119,-,myb domain protein
1.3853975422799606e-6,2.1149332674424857,0.047,0.011,0.032119056620218606,3,Caacu.v4.20G000660,Chr20,481535,487626,-,Ras-related small GTP-binding family protein
1.4468740865457663e-6,0.9679791127695867,0.141,0.062,0.03354432882247704,3,Caacu.v4.3G012930,Chr3,11164803,11166670,-,conserved hypothetical protein
1.4565833702453761e-6,1.2887888725350718,0.121,0.051,0.0337694288557688,3,Caacu.v4.1G029040,Chr1,33074519,33078116,-,HXXXD-type acyl-transferase family protein
1.627525460474763e-6,2.049391083254575,0.066,0.02,0.037732550275646905,3,Caacu.v4.9G014580,Chr9,17498613,17530454,-,Patched family protein
1.7305352331846517e-6,2.4921034135081994,0.031,0.005,0.04012072884615297,3,Caacu.v4.16G005920,Chr16,5397886,5401783,-,TRAF-like superfamily protein
1.7925320593759913e-6,2.51870594963546,0.031,0.005,0.04155806326457298,3,Caacu.v4.7G002340,Chr7,6757799,6765185,-,MATE efflux family protein
1.7965598213151127e-6,1.62764291038203,0.07,0.022,0.04165144289736957,3,Caacu.v4.13G011830,Chr13,13067304,13073815,-,alpha/beta-Hydrolases superfamily protein
1.8632967882132569e-6,4.903301553633416,0.012,0.001,0.04319867273793615,3,Caacu.v4.2G017280,Chr2,23298990,23300217,+,NAD(P)-binding Rossmann-fold superfamily protein
1.8719808903460758e-6,4.3341748565947915,0.012,0.001,0.04340000496178342,3,Caacu.v4.8G001760,Chr8,2073614,2075864,-,UDP-glucosyl transferase 78D2
1.8807038724158268e-6,4.207971515715602,0.012,0.001,0.04360223857808853,3,Caacu.v4.20G001390,Chr20,1003643,1004831,-,Integrase-type DNA-binding superfamily protein
1.8958797374091466e-6,2.772545528580927,0.039,0.008,0.04395407583209365,3,Caacu.v4.1G017270,Chr1,23187532,23189170,+,Integrase-type DNA-binding superfamily protein
1.9458865270427402e-6,1.4724626481110346,0.09,0.032,0.04511343324295889,3,Caacu.v4.15G006740,Chr15,11403992,11408733,-,glycosyl hydrolase 9A1
2.063482354612191e-6,1.1180047365797297,0.113,0.046,0.04783977490932904,3,Caacu.v4.1G016240,Chr1,22212978,22223575,-,cellulose synthase
2.1288325891000357e-6,1.9048698267199173,0.031,0.006,0.049354854745695224,3,Caacu.v4.11G007660,Chr11,9983355,10001608,-,GDSL-like Lipase/Acylhydrolase superfamily protein
2.2253771436294608e-6,1.5856424853872537,0.105,0.042,0.05159314369790542,3,Caacu.v4.12G000950,Chr12,812285,817990,-,conserved hypothetical protein
2.2631482261861772e-6,1.051982861212887,0.129,0.056,0.052468828475900335,3,Caacu.v4.4G017220,Chr4,19776564,19779146,-,myb domain protein
2.3111692197694268e-6,3.0368876136502334,0.023,0.003,0.05358214719113439,3,Caacu.v4.12G011110,Chr12,16299955,16304537,+,Protein of unknown function (DUF3527)
2.3319861772630406e-6,1.5586900270506483,0.098,0.037,0.05406476753366633,3,Caacu.v4.15G005910,Chr15,10528950,10535226,-,Inorganic H pyrophosphatase family protein
2.363566400744739e-6,1.382441069010603,0.066,0.02,0.05479692343486603,3,Caacu.v4.9G008850,Chr9,13285022,13294886,+,branched-chain amino acid transaminase
2.7580347090003732e-6,1.4854896635456027,0.09,0.033,0.06394227669346465,3,Caacu.v4.3G009120,Chr3,7717421,7718123,-,conserved hypothetical protein
2.799596543110633e-6,1.3956219454322056,0.07,0.022,0.06490584625547692,3,Caacu.v4.2G026710,Chr2,31131411,31136308,+,Plant protein of unknown function (DUF828) with plant pleckstrin homology-like region
3.1604756104669243e-6,1.1439305107485012,0.125,0.054,0.07327246655306517,3,Caacu.v4.1G010710,Chr1,17159748,17168630,-,calmodulin-binding family protein
3.2090647984252947e-6,1.2468401814620131,0.09,0.033,0.07439895828669203,3,Caacu.v4.18G000150,Chr18,238109,242997,-,GDSL-like Lipase/Acylhydrolase superfamily protein
3.3086906893742994e-6,1.369354655449531,0.066,0.02,0.07670868494245375,3,Caacu.v4.1G022200,Chr1,27500753,27506444,-,hydroxymethylglutaryl-CoA synthase / HMG-CoA synthase / 3-hydroxy-3-methylglutaryl coenzyme A synthase
3.4362456812168763e-6,1.2327854565460838,0.148,0.069,0.07966591987333206,3,Caacu.v4.11G000770,Chr11,1175472,1180785,+,BCL-2-associated athanogene
3.6851881710487517e-6,2.302898216389534,0.035,0.007,0.08543740255759426,3,Caacu.v4.7G016270,Chr7,20570667,20576210,+,Calcium-dependent phosphotriesterase superfamily protein
3.912750188655253e-6,2.2314374866471884,0.043,0.01,0.09071320037378339,3,Caacu.v4.12G008230,Chr12,13594174,13598707,+,Cytochrome P450 superfamily protein
4.1045305083205126e-6,1.1590133797214563,0.145,0.067,0.09515943530490277,3,Caacu.v4.5G000540,Chr5,394588,396593,+,Eukaryotic aspartyl protease family protein
4.817343384986681e-6,1.6556466235149605,0.062,0.019,0.11168528903753121,3,Caacu.v4.8G002760,Chr8,3514093,3516535,+,hydroxycinnamoyl-CoA shikimate/quinate hydroxycinnamoyl transferase
5.795051218295622e-6,3.094851460907986,0.023,0.003,0.1343524674449657,3,Caacu.v4.2G020290,Chr2,25991112,25998765,+,UDP-glucuronic acid decarboxylase
5.807442841220226e-6,2.0178171404423684,0.051,0.014,0.13463975483084972,3,Caacu.v4.1G032340,Chr1,35398611,35400698,+,AUX/IAA transcriptional regulator family protein
5.8863473799788185e-6,3.7318985649516616,0.016,0.001,0.13646907765742894,3,Caacu.v4.11G007340,Chr11,9506478,9519033,-,GDSL-like Lipase/Acylhydrolase superfamily protein
5.925416882507562e-6,3.317602388456222,0.016,0.001,0.13737486500405532,3,Caacu.v4.4G009830,Chr4,13826790,13832684,-,Nucleotide-diphospho-sugar transferases superfamily protein
5.946811759469262e-6,0.8321059015744572,0.207,0.114,0.13787088383153537,3,Caacu.v4.6G009220,Chr6,8184720,8234091,-,TBP-associated factor
5.998202274998956e-6,0.625044345020243,0.406,0.271,0.13906232154357578,3,Caacu.v4.11G010210,Chr11,12109790,12122732,+,tyrosyl-DNA phosphodiesterase-related
6.0586642518855985e-6,2.559820555081359,0.023,0.003,0.1404640720157157,3,Caacu.v4.5G001300,Chr5,921828,923242,-,Late embryogenesis abundant protein
6.112788818317056e-6,1.509681351821469,0.07,0.023,0.14171889596386264,3,Caacu.v4.2G011310,Chr2,14977652,14991190,-,alfin-like
6.130379109396038e-6,2.315449120667489,0.043,0.01,0.14212670927223775,3,Caacu.v4.21G009320,Chr21,10764024,10780874,-,nodulin MtN21 /EamA-like transporter family protein
6.484140712523795e-6,2.5424930036729774,0.031,0.006,0.15032831827915166,3,Caacu.v4.7G007710,Chr7,13764504,13768356,+,3-ketoacyl-CoA synthase
7.98857297556604e-6,1.8042930714544998,0.051,0.016,0.18520707586552307,3,Caacu.v4.5G008080,Chr5,6220063,6226390,-,S-locus lectin protein kinase family protein
8.434013273805182e-6,1.3391828784088253,0.082,0.03,0.19553416373989935,3,Caacu.v4.20G001380,Chr20,993986,1000241,-,SNARE-like superfamily protein
8.493364922963726e-6,1.498254548842068,0.062,0.02,0.19691017237399103,3,Caacu.v4.15G006610,Chr15,11240195,11247945,-,Pectinacetylesterase family protein
8.538289579901913e-6,1.506633363017428,0.059,0.018,0.19795170562044595,3,Caacu.v4.14G001990,Chr14,1351641,1353318,-,basic leucine-zipper
9.082947682979797e-6,1.3279974839424684,0.059,0.018,0.21057905908220362,3,Caacu.v4.2G028830,Chr2,32800525,32802132,+,conserved hypothetical protein
9.310781667831886e-6,1.206297433015492,0.152,0.075,0.21586116218701445,3,Caacu.v4.3G004310,Chr3,3689920,3698243,-,alpha/beta-Hydrolases superfamily protein
9.364961016675527e-6,1.8094589292240917,0.043,0.011,0.2171172562106054,3,Caacu.v4.9G007270,Chr9,11759110,11759875,+,conserved hypothetical protein
9.514011660778231e-6,1.4058846071102833,0.086,0.033,0.2205728463434825,3,Caacu.v4.1G016050,Chr1,22099858,22101979,+,Integrase-type DNA-binding superfamily protein
9.598456540254764e-6,1.2089772069929259,0.074,0.026,0.22253061642926644,3,Caacu.v4.2G021470,Chr2,26889107,26893413,+,hypothetical protein
9.671967919360867e-6,1.5917241990267383,0.047,0.012,0.22423490424246234,3,Caacu.v4.17G005650,Chr17,10271787,10276530,-,BEL1-like homeodomain
1.115137259009197e-5,1.4548072937496919,0.078,0.028,0.25853342212869224,3,Caacu.v4.3G014530,Chr3,12928007,12937752,-,B-cell receptor-associated 31-like
1.1165364039888306e-5,2.5767696558149833,0.031,0.006,0.25885779990077046,3,Caacu.v4.1G022170,Chr1,27484366,27487161,+,nucleotide-rhamnose synthase/epimerase-reductase
1.2129980590867154e-5,1.7408497562601135,0.031,0.006,0.2812214700186641,3,Caacu.v4.8G016390,Chr8,17318778,17321033,+,Protein of unknown function (DUF_B2219) domain containing protein
1.2984448350517582e-5,1.6972561416992018,0.055,0.016,0.30103145055839964,3,Caacu.v4.1G026870,Chr1,31079871,31088341,-,Protein of unknown function (DUF3411)
1.3322712620081411e-5,2.0154800085082156,0.043,0.011,0.30887376938396743,3,Caacu.v4.6G005000,Chr6,4497311,4498367,+,hypothetical protein
1.3441120422976101e-5,3.6383518384180027,0.02,0.003,0.3116189358862779,3,Caacu.v4.7G011850,Chr7,17036613,17039671,+,x-ray induced transcript
1.3536723712074632e-5,1.700010560226696,0.031,0.007,0.3138354025407383,3,Caacu.v4.1G032320,Chr1,35381281,35384187,-,indole-3-acetic acid
1.3754047081773294e-5,3.111625800188433,0.02,0.003,0.31887382754383203,3,Caacu.v4.12G003620,Chr12,3497376,3499398,+,myb domain protein
1.3789242565883112e-5,2.8995812072307103,0.02,0.003,0.31968979964743405,3,Caacu.v4.7G009190,Chr7,14858196,14864067,-,calmodulin-binding receptor-like cytoplasmic kinase
1.3806871160690387e-5,2.9322672593279533,0.02,0.003,0.3200985009894459,3,Caacu.v4.5G004880,Chr5,3764427,3764699,+,conserved hypothetical protein
1.3824523944206269e-5,2.8237776700346098,0.02,0.003,0.32050776312247814,3,Caacu.v4.9G016220,Chr9,18778532,18781847,+,Tetratricopeptide repeat (TPR)-like superfamily protein
1.3988896553942603e-5,2.3887967002685304,0.023,0.004,0.3243185777066053,3,Caacu.v4.18G005310,Chr18,4428208,4431080,-,RING/U-box superfamily protein
1.4002226211755029e-5,2.6886695913937473,0.02,0.003,0.3246276124933286,3,Caacu.v4.6G007520,Chr6,6631702,6632508,+,"Protein of unknown function, DUF584"
1.4522653348440217e-5,1.629069128583181,0.043,0.011,0.336693195230238,3,Caacu.v4.15G006730,Chr15,11394586,11401185,-,SNARE associated Golgi protein family
1.4744151298168856e-5,1.5584105979134988,0.023,0.004,0.3418284036967468,3,Caacu.v4.2G003690,Chr2,2691037,2692770,-,PATATIN-like protein
1.580427679054612e-5,1.5518628120825166,0.074,0.027,0.36640635311202124,3,Caacu.v4.1G027430,Chr1,31568061,31569717,-,Leucine-rich repeat (LRR) family protein
1.585936312248673e-5,1.7342228025760589,0.051,0.015,0.36768347463173234,3,Caacu.v4.3G016650,Chr3,15462672,15469782,+,Protein phosphatase 2C family protein
1.5896985018071356e-5,1.7488145404573736,0.074,0.027,0.3685557006589663,3,Caacu.v4.1G004550,Chr1,8873834,8876836,-,C2 calcium/lipid-binding plant phosphoribosyltransferase family protein
1.619208280459017e-5,1.6382754189994215,0.062,0.019,0.37539724774161853,3,Caacu.v4.1G036940,Chr1,38809820,38818538,+,O-acetyltransferase family protein
1.6324310321506198e-5,2.350209913933414,0.035,0.008,0.3784628104937997,3,Caacu.v4.11G015260,Chr11,16186958,16190654,+,Leucine-rich repeat protein kinase family protein
1.6797803499994345e-5,0.929974294405598,0.207,0.118,0.3894402763438689,3,Caacu.v4.4G008590,Chr4,12795250,12796984,+,xyloglucan endotransglucosylase/hydrolase
1.7081123888067094e-5,2.2519650221454603,0.035,0.008,0.3960087762209475,3,Caacu.v4.8G011760,Chr8,13408884,13413984,+,pectin methylesterase
1.821839340718102e-5,1.8171841444209071,0.047,0.013,0.4223752327520847,3,Caacu.v4.15G011030,Chr15,15022622,15028939,+,long-chain acyl-CoA synthetase
1.8903722850117364e-5,2.738833040604221,0.027,0.005,0.43826391055712094,3,Caacu.v4.2G014940,Chr2,20661967,20663576,+,conserved hypothetical protein
1.9501121676600777e-5,2.5523258273244123,0.027,0.005,0.4521140049503124,3,Caacu.v4.18G011570,Chr18,11684756,11685507,+,hypothetical protein
1.9553419749365007e-5,1.955348808462482,0.062,0.021,0.45332648346927834,3,Caacu.v4.3G006540,Chr3,5461353,5466796,-,MAP kinase kinase
1.9616951700758267e-5,1.3721592601301424,0.059,0.018,0.4547994082303797,3,Caacu.v4.14G012030,Chr14,12771290,12783623,-,NAD(P)-binding Rossmann-fold superfamily protein
2.023000779250542e-5,0.9265675961647234,0.156,0.079,0.4690125006614456,3,Caacu.v4.8G002770,Chr8,3544694,3547650,+,hydroxycinnamoyl-CoA shikimate/quinate hydroxycinnamoyl transferase
2.1977908257131512e-5,4.041633472529374,0.012,0.001,0.5095358250333369,3,Caacu.v4.11G008060,Chr11,10351111,10352897,+,erf domain protein
